timestamp,open,high,low,close,volume
2023-10-02 04:00:00,429.0,430.13,429.0,430.13,10425
2023-10-02 04:05:00,430.16,430.18,429.78,429.97,12429
2023-10-02 04:10:00,429.77,429.87,429.75,429.79,960
2023-10-02 04:15:00,429.66,429.66,429.52,429.64,1627
2023-10-02 04:20:00,429.55,429.55,429.55,429.55,100
2023-10-02 04:25:00,429.79,429.79,429.79,429.79,300
2023-10-02 04:30:00,429.7,429.76,429.7,429.76,484
2023-10-02 04:35:00,429.8,430.0,429.8,430.0,3107
2023-10-02 04:40:00,429.92,430.05,429.92,429.95,433
2023-10-02 04:45:00,429.93,429.93,429.93,429.93,141
2023-10-02 04:50:00,429.82,429.82,429.61,429.61,1255
2023-10-02 04:55:00,429.59,429.59,429.49,429.5,1313
2023-10-02 05:00:00,429.42,429.42,429.25,429.25,1299
2023-10-02 05:05:00,429.03,429.03,428.92,428.98,1760
2023-10-02 05:10:00,429.11,429.5,429.11,429.15,10614
2023-10-02 05:15:00,429.12,429.5,428.9,428.9,12072
2023-10-02 05:20:00,429.05,429.18,429.05,429.14,925
2023-10-02 05:25:00,429.01,429.01,428.67,428.67,2735
2023-10-02 05:30:00,428.79,428.87,428.79,428.82,3125
2023-10-02 05:35:00,428.79,428.86,428.79,428.86,1216
2023-10-02 05:40:00,428.86,428.86,428.73,428.73,241
2023-10-02 05:45:00,428.64,428.64,428.0,428.07,16535
2023-10-02 05:50:00,428.0,428.13,427.7,427.7,4221
2023-10-02 05:55:00,427.77,427.77,427.55,427.72,5153
2023-10-02 06:00:00,427.64,427.73,427.64,427.65,8131
2023-10-02 06:05:00,427.7,427.75,427.67,427.74,1244
2023-10-02 06:10:00,427.66,427.66,427.31,427.49,7161
2023-10-02 06:15:00,427.49,427.72,427.39,427.72,6265
2023-10-02 06:20:00,427.74,427.74,427.63,427.63,1305
2023-10-02 06:25:00,427.59,427.62,427.46,427.46,1961
2023-10-02 06:30:00,427.38,427.54,427.33,427.39,1563
2023-10-02 06:35:00,427.42,427.42,427.38,427.4,1400
2023-10-02 06:40:00,427.46,427.46,427.42,427.44,943
2023-10-02 06:45:00,427.49,427.56,427.45,427.45,5267
2023-10-02 06:50:00,427.49,427.52,427.32,427.5,27449
2023-10-02 06:55:00,427.55,427.55,427.48,427.48,10759
2023-10-02 07:00:00,427.48,427.63,427.45,427.45,11521
2023-10-02 07:05:00,427.45,427.51,427.35,427.49,4417
2023-10-02 07:10:00,427.4,427.49,427.4,427.45,33107
2023-10-02 07:15:00,427.49,427.6,427.49,427.6,11585
2023-10-02 07:20:00,427.62,427.75,427.62,427.7,19858
2023-10-02 07:25:00,427.71,427.73,427.68,427.69,5403
2023-10-02 07:30:00,427.7,427.72,427.45,427.51,27089
2023-10-02 07:35:00,427.52,427.68,427.52,427.6,15435
2023-10-02 07:40:00,427.6,427.6,427.0,427.02,114390
2023-10-02 07:45:00,427.1,427.1,426.85,426.97,14981
2023-10-02 07:50:00,427.0,427.07,426.8,426.8,16286
2023-10-02 07:55:00,426.77,426.95,426.75,426.87,16073
2023-10-02 08:00:00,427.47,430.19,426.44,426.44,56790
2023-10-02 08:05:00,426.43,426.6,426.42,426.53,18093
2023-10-02 08:10:00,426.53,426.79,426.53,426.66,54258
2023-10-02 08:15:00,426.68,426.68,426.44,426.61,19364
2023-10-02 08:20:00,426.66,426.7,426.22,426.38,33273
2023-10-02 08:25:00,426.4782,426.6,426.39,426.6,13942
2023-10-02 08:30:00,426.6,426.72,426.52,426.55,33485
2023-10-02 08:35:00,426.59,426.81,426.58,426.77,18409
2023-10-02 08:40:00,426.76,426.85,426.65,426.82,18589
2023-10-02 08:45:00,426.75,426.83,426.52,426.6,22830
2023-10-02 08:50:00,426.62,426.68,426.29,426.38,53779
2023-10-02 08:55:00,426.32,426.59,426.27,426.44,19204
2023-10-02 09:00:00,426.41,426.44,425.94,426.0,94216
2023-10-02 09:05:00,425.96,426.11,425.85,425.96,132001
2023-10-02 09:10:00,425.9,426.36,425.89,426.35,55803
2023-10-02 09:15:00,426.3,426.46,426.26,426.38,87171
2023-10-02 09:20:00,426.36,426.6,426.16,426.54,73654
2023-10-02 09:25:00,426.55,426.69,426.44,426.61,157583
2023-10-02 09:30:00,426.62,427.1701,426.2513,427.11,1996338
2023-10-02 09:35:00,427.12,427.75,427.12,427.6001,1126566
2023-10-02 09:40:00,427.6016,427.64,427.23,427.54,734349
2023-10-02 09:45:00,427.54,427.54,426.78,426.9,979505
2023-10-02 09:50:00,426.89,427.1599,426.195,426.7581,1120362
2023-10-02 09:55:00,426.75,427.03,426.645,426.7238,633245
2023-10-02 10:00:00,426.68,428.0973,426.41,427.89,2037833
2023-10-02 10:05:00,427.9,428.0899,427.37,427.425,820377
2023-10-02 10:10:00,427.42,427.57,426.69,426.721,1066599
2023-10-02 10:15:00,426.725,427.6879,426.71,427.15,862194
2023-10-02 10:20:00,427.14,427.52,426.72,427.5,887711
2023-10-02 10:25:00,427.495,427.82,426.58,426.785,1040456
2023-10-02 10:30:00,426.79,427.26,426.3,426.91,1044477
2023-10-02 10:35:00,426.91,427.15,426.5401,426.82,616497
2023-10-02 10:40:00,426.83,427.07,425.91,426.55,985511
2023-10-02 10:45:00,426.57,426.9,426.31,426.57,655747
2023-10-02 10:50:00,426.55,427.0,426.38,426.47,597989
2023-10-02 10:55:00,426.455,426.595,426.01,426.365,763163
2023-10-02 11:00:00,426.39,427.48,426.33,426.98,974811
2023-10-02 11:05:00,426.97,427.19,426.54,426.76,595232
2023-10-02 11:10:00,426.75,427.3,426.56,427.225,720629
2023-10-02 11:15:00,427.22,427.72,427.09,427.53,774249
2023-10-02 11:20:00,427.51,428.47,427.49,428.33,1018321
2023-10-02 11:25:00,428.325,428.45,428.08,428.34,505022
2023-10-02 11:30:00,428.3282,428.6,428.02,428.12,877561
2023-10-02 11:35:00,428.12,428.23,427.3,427.52,728411
2023-10-02 11:40:00,427.531,427.59,426.805,426.8108,979479
2023-10-02 11:45:00,426.81,426.96,426.4,426.525,722085
2023-10-02 11:50:00,426.52,426.69,425.62,425.755,1243102
2023-10-02 11:55:00,425.755,425.95,425.5,425.8096,1097502
2023-10-02 12:00:00,425.81,425.88,425.55,425.7308,560291
2023-10-02 12:05:00,425.74,425.775,424.96,425.145,908574
2023-10-02 12:10:00,425.14,425.74,425.05,425.7,821040
2023-10-02 12:15:00,425.7,426.035,425.472,425.51,844639
2023-10-02 12:20:00,425.52,425.905,425.44,425.86,574072
2023-10-02 12:25:00,425.86,426.07,425.32,425.55,750270
2023-10-02 12:30:00,425.55,425.66,425.31,425.56,736674
2023-10-02 12:35:00,425.56,425.8,425.17,425.44,718440
2023-10-02 12:40:00,425.45,425.605,425.16,425.17,615878
2023-10-02 12:45:00,425.15,425.41,424.52,424.58,783516
2023-10-02 12:50:00,424.59,424.88,424.46,424.71,682289
2023-10-02 12:55:00,424.71,424.98,424.6013,424.82,768633
2023-10-02 13:00:00,424.82,425.31,424.75,425.0501,526738
2023-10-02 13:05:00,425.06,425.21,424.71,424.98,696550
2023-10-02 13:10:00,424.98,425.07,424.575,424.6301,695702
2023-10-02 13:15:00,424.64,425.47,424.63,425.305,805770
2023-10-02 13:20:00,425.32,425.63,425.27,425.525,426562
2023-10-02 13:25:00,425.51,425.79,425.46,425.63,400399
2023-10-02 13:30:00,425.64,425.805,425.33,425.37,686779
2023-10-02 13:35:00,425.36,425.55,425.24,425.31,294271
2023-10-02 13:40:00,425.3,425.82,425.28,425.6109,586779
