timestamp,open,high,low,close,volume
2023-09-21 04:00:00,437.73,437.85,437.61,437.61,5620
2023-09-21 04:05:00,437.7,437.71,437.63,437.7,5300
2023-09-21 04:10:00,437.65,437.65,437.48,437.48,4600
2023-09-21 04:15:00,437.35,437.36,437.18,437.21,4950
2023-09-21 04:20:00,437.23,437.3,437.23,437.3,2025
2023-09-21 04:25:00,437.4,437.5,437.4,437.5,1325
2023-09-21 04:30:00,437.46,437.46,437.18,437.3,4502
2023-09-21 04:35:00,437.15,437.2,436.99,437.01,9252
2023-09-21 04:40:00,437.01,437.05,436.93,437.0,4869
2023-09-21 04:45:00,437.06,437.08,436.98,437.08,1775
2023-09-21 04:50:00,437.09,437.09,436.84,436.85,2600
2023-09-21 04:55:00,436.81,437.03,436.81,437.03,15968
2023-09-21 05:00:00,437.01,437.08,437.01,437.08,500
2023-09-21 05:05:00,437.23,437.23,437.16,437.16,601
2023-09-21 05:10:00,436.9,437.01,436.88,436.89,6200
2023-09-21 05:15:00,436.98,436.98,436.96,436.96,2585
2023-09-21 05:20:00,436.85,436.98,436.82,436.95,2146
2023-09-21 05:25:00,437.01,437.01,436.94,436.94,315
2023-09-21 05:30:00,436.96,437.06,436.79,436.81,5375
2023-09-21 05:35:00,436.98,436.98,436.815,436.84,3800
2023-09-21 05:40:00,436.9,436.9,436.81,436.81,3725
2023-09-21 05:45:00,436.77,436.77,436.62,436.68,4890
2023-09-21 05:50:00,436.68,436.68,436.62,436.64,4662
2023-09-21 05:55:00,436.58,436.58,436.44,436.48,4528
2023-09-21 06:00:00,436.53,436.53,436.38,436.39,3281
2023-09-21 06:05:00,436.38,436.41,436.1,436.15,17754
2023-09-21 06:10:00,436.2,436.31,436.13,436.31,6887
2023-09-21 06:15:00,436.27,436.27,436.0,436.08,22577
2023-09-21 06:20:00,436.17,436.19,436.01,436.02,4095
2023-09-21 06:25:00,436.03,436.11,436.0,436.05,6268
2023-09-21 06:30:00,436.06,436.13,435.99,436.08,2200
2023-09-21 06:35:00,436.03,436.03,435.86,435.92,4424
2023-09-21 06:40:00,436.01,436.02,435.95,435.95,6335
2023-09-21 06:45:00,435.94,436.05,435.9,435.9,14412
2023-09-21 06:50:00,435.94,436.09,435.87,436.09,7616
2023-09-21 06:55:00,436.1,436.23,436.09,436.13,12114
2023-09-21 07:00:00,436.09,436.3,435.91,435.91,15959
2023-09-21 07:05:00,436.04,436.04,435.69,435.75,23022
2023-09-21 07:10:00,435.75,435.84,435.42,435.47,25445
2023-09-21 07:15:00,435.47,435.53,435.3,435.36,32047
2023-09-21 07:20:00,435.36,435.43,435.27,435.33,110684
2023-09-21 07:25:00,435.26,435.45,435.25,435.34,20889
2023-09-21 07:30:00,435.3,435.4,435.23,435.34,12835
2023-09-21 07:35:00,435.38,435.52,435.35,435.36,15308
2023-09-21 07:40:00,435.39,435.53,435.39,435.53,14475
2023-09-21 07:45:00,435.56,435.68,435.48,435.5,35713
2023-09-21 07:50:00,435.57,435.6,435.26,435.32,20484
2023-09-21 07:55:00,435.35,435.35,435.18,435.31,42957
2023-09-21 08:00:00,436.1481,437.79,435.21,435.32,154926
2023-09-21 08:05:00,435.37,435.39,435.06,435.14,80961
2023-09-21 08:10:00,435.12,435.33,435.06,435.19,68531
2023-09-21 08:15:00,435.21,435.26,435.08,435.12,38755
2023-09-21 08:20:00,435.14,435.22,435.0,435.05,136437
2023-09-21 08:25:00,435.03,435.24,435.0,435.24,63349
2023-09-21 08:30:00,435.13,435.15,434.5,434.66,188511
2023-09-21 08:35:00,434.65,434.94,434.65,434.86,32061
2023-09-21 08:40:00,434.94,435.1,434.84,434.94,65302
2023-09-21 08:45:00,434.96,435.11,434.68,434.99,34976
2023-09-21 08:50:00,434.97,435.0,434.76,434.96,19943
2023-09-21 08:55:00,434.98,435.22,434.98,435.16,67566
2023-09-21 09:00:00,435.22,435.55,435.22,435.33,145027
2023-09-21 09:05:00,435.28,435.35,435.18,435.33,53439
2023-09-21 09:10:00,435.33,435.35,435.12,435.2,19312
2023-09-21 09:15:00,435.23,435.3,435.13,435.23,39275
2023-09-21 09:20:00,435.23,435.35,435.17,435.29,70743
2023-09-21 09:25:00,435.29,435.72,435.29,435.69,178119
2023-09-21 09:30:00,435.7,435.97,435.0,435.19,2370029
2023-09-21 09:35:00,435.18,435.64,434.765,434.84,1306951
2023-09-21 09:40:00,434.84,435.26,434.73,434.74,1128301
2023-09-21 09:45:00,434.74,435.2,434.7,434.85,959528
2023-09-21 09:50:00,434.88,434.94,434.425,434.66,1118506
2023-09-21 09:55:00,434.65,434.67,434.11,434.15,1308518
2023-09-21 10:00:00,434.145,434.35,434.03,434.06,1302230
2023-09-21 10:05:00,434.06,434.82,434.01,434.82,1659426
2023-09-21 10:10:00,434.82,434.97,434.48,434.68,1221921
2023-09-21 10:15:00,434.67,435.56,434.6484,435.4501,1493167
2023-09-21 10:20:00,435.46,435.57,434.98,435.05,1076561
2023-09-21 10:25:00,435.04,435.15,434.62,434.6885,988342
2023-09-21 10:30:00,434.69,434.85,434.44,434.615,1058906
2023-09-21 10:35:00,434.611,435.37,434.6,435.295,749383
2023-09-21 10:40:00,435.318,435.44,434.85,434.85,831889
2023-09-21 10:45:00,434.85,434.9204,434.44,434.55,533205
2023-09-21 10:50:00,434.55,434.6469,434.33,434.46,694866
2023-09-21 10:55:00,434.46,434.58,434.01,434.105,769185
2023-09-21 11:00:00,434.12,434.3,434.0901,434.28,618125
2023-09-21 11:05:00,434.29,434.57,434.1401,434.2301,600085
2023-09-21 11:10:00,434.24,434.41,433.78,433.95,811969
2023-09-21 11:15:00,433.94,433.985,433.65,433.8726,789498
2023-09-21 11:20:00,433.88,434.19,433.79,433.85,744337
2023-09-21 11:25:00,433.87,433.89,433.735,433.8,504649
2023-09-21 11:30:00,433.8,434.34,433.72,434.24,708403
2023-09-21 11:35:00,434.2499,434.405,434.02,434.19,508936
2023-09-21 11:40:00,434.18,434.21,433.88,434.1699,521717
2023-09-21 11:45:00,434.16,434.52,434.139,434.4201,462950
2023-09-21 11:50:00,434.42,434.52,434.05,434.07,455818
2023-09-21 11:55:00,434.08,434.325,433.88,433.92,578752
2023-09-21 12:00:00,433.92,433.96,433.64,433.7,631438
2023-09-21 12:05:00,433.71,433.79,433.63,433.74,449288
2023-09-21 12:10:00,433.74,433.76,433.43,433.569,599958
2023-09-21 12:15:00,433.57,433.79,433.43,433.735,433647
2023-09-21 12:20:00,433.72,433.84,433.52,433.72,536573
2023-09-21 12:25:00,433.71,433.86,433.52,433.7526,457765
2023-09-21 12:30:00,433.78,434.17,433.67,434.115,650454
2023-09-21 12:35:00,434.12,434.13,433.595,433.64,514528
2023-09-21 12:40:00,433.63,433.96,433.5512,433.71,511824
2023-09-21 12:45:00,433.72,433.9567,433.7,433.92,403251
2023-09-21 12:50:00,433.92,434.105,433.79,433.84,408676
2023-09-21 12:55:00,433.84,433.855,433.54,433.577,400414
2023-09-21 13:00:00,433.58,433.846,433.49,433.8,411915
2023-09-21 13:05:00,433.8,434.14,433.745,434.01,364693
2023-09-21 13:10:00,434.0,434.36,433.99,434.3489,725502
2023-09-21 13:15:00,434.35,434.72,434.35,434.6,919730
2023-09-21 13:20:00,434.59,434.705,434.445,434.58,598592
2023-09-21 13:25:00,434.58,434.815,434.56,434.595,588899
2023-09-21 13:30:00,434.6,434.86,434.56,434.57,494908
2023-09-21 13:35:00,434.569,434.9,434.541,434.59,482892
2023-09-21 13:40:00,434.57,434.82,434.34,434.4887,645778
2023-09-21 13:45:00,434.49,434.65,434.42,434.53,261623
2023-09-21 13:50:00,434.53,434.68,434.39,434.51,429742
2023-09-21 13:55:00,434.5116,434.54,434.28,434.42,386864
2023-09-21 14:00:00,434.43,434.49,434.07,434.09,475632
2023-09-21 14:05:00,434.08,434.38,434.03,434.035,396269
2023-09-21 14:10:00,434.04,434.31,433.891,433.91,497464
2023-09-21 14:15:00,433.91,433.98,433.705,433.7999,716498
2023-09-21 14:20:00,433.8,433.88,433.6701,433.79,606691
2023-09-21 14:25:00,433.78,433.8,433.32,433.33,873379
2023-09-21 14:30:00,433.33,433.45,433.14,433.25,820436
2023-09-21 14:35:00,433.25,433.77,433.18,433.55,1088426
2023-09-21 14:40:00,433.55,433.73,433.49,433.59,596377
2023-09-21 14:45:00,433.59,433.66,433.33,433.33,597394
2023-09-21 14:50:00,433.33,433.39,433.12,433.37,693011
2023-09-21 14:55:00,433.365,433.4,433.07,433.08,762925
2023-09-21 15:00:00,433.08,433.39,432.925,433.23,878006
2023-09-21 15:05:00,433.22,433.27,432.87,433.01,907945
2023-09-21 15:10:00,433.02,433.13,432.595,432.695,1161954
2023-09-21 15:15:00,432.6912,432.71,432.36,432.52,1080350
2023-09-21 15:20:00,432.525,432.77,432.47,432.595,903447
2023-09-21 15:25:00,432.6,432.665,432.01,432.11,1633733
2023-09-21 15:30:00,432.11,432.28,431.765,431.9699,2285834
2023-09-21 15:35:00,431.96,432.4,431.94,432.16,1567337
2023-09-21 15:40:00,432.15,432.375,431.89,432.215,1907704
2023-09-21 15:45:00,432.21,432.3701,432.05,432.1,1901251
2023-09-21 15:50:00,432.095,432.095,431.65,431.9,3589847
2023-09-21 15:55:00,431.91,431.975,431.23,431.41,6728639
2023-09-21 16:00:00,431.42,434.2004,431.04,431.14,2054861
2023-09-21 16:05:00,431.13,431.39,431.11,431.3,977764
2023-09-21 16:10:00,431.33,431.39,431.1,431.12,580155
2023-09-21 16:15:00,431.12,431.3762,431.02,431.04,973027
2023-09-21 16:20:00,431.03,431.05,430.86,430.91,66873
2023-09-21 16:25:00,430.9,431.376,430.85,430.86,168926
2023-09-21 16:30:00,430.88,430.99,430.81,430.9801,66144
2023-09-21 16:35:00,430.99,431.13,430.97,431.13,39574
2023-09-21 16:40:00,431.12,431.13,430.83,430.84,53418
2023-09-21 16:45:00,430.84,431.377,430.84,430.9,218394
2023-09-21 16:50:00,430.9,430.94,430.88,430.9,23781
2023-09-21 16:55:00,430.88,431.02,430.88,431.01,32479
2023-09-21 17:00:00,430.96,431.03,430.96,431.03,1045
2023-09-21 17:05:00,431.02,431.04,430.98,431.03,8886
2023-09-21 17:10:00,431.03,431.07,430.9,430.98,13982
2023-09-21 17:15:00,431.0,431.0,430.88,430.95,19882
2023-09-21 17:20:00,430.96,431.0,430.91,431.0,18523
2023-09-21 17:25:00,431.01,431.05,431.0,431.05,19439
2023-09-21 17:30:00,431.02,431.07,431.0,431.0,3634
2023-09-21 17:35:00,430.99,431.0,430.92,430.92,6772
2023-09-21 17:40:00,430.94,430.95,430.94,430.95,4348
2023-09-21 17:45:00,430.94,431.05,430.94,431.05,5116
2023-09-21 17:50:00,431.02,431.03,430.97,431.0,1711
2023-09-21 17:55:00,431.02,431.09,431.01,431.09,1577
2023-09-21 18:00:00,431.09,431.37,431.09,431.21,56840
2023-09-21 18:05:00,431.24,431.25,431.18,431.25,6510
2023-09-21 18:10:00,431.26,431.43,431.26,431.43,53048
2023-09-21 18:15:00,431.41,431.51,431.4,431.5,12103
2023-09-21 18:20:00,431.51,431.58,431.5099,431.56,10364
2023-09-21 18:25:00,431.54,431.54,431.42,431.52,13251
2023-09-21 18:30:00,431.57,431.57,431.46,431.46,1554
2023-09-21 18:35:00,431.46,431.46,431.41,431.46,2328
2023-09-21 18:40:00,431.45,431.53,431.45,431.53,1642
2023-09-21 18:45:00,431.47,431.47,431.42,431.42,637
2023-09-21 18:50:00,431.42,431.45,431.42,431.43,3804
2023-09-21 18:55:00,431.45,431.48,431.44,431.44,2500
2023-09-21 19:00:00,431.43,431.48,431.29,431.29,2746
2023-09-21 19:05:00,431.2901,431.35,431.2901,431.32,1635
2023-09-21 19:10:00,431.26,431.31,431.26,431.27,2581
2023-09-21 19:15:00,431.27,431.34,431.27,431.28,1705
2023-09-21 19:20:00,431.33,431.34,431.33,431.34,715
2023-09-21 19:25:00,431.3,431.3,431.24,431.27,13581
2023-09-21 19:30:00,431.27,431.33,431.27,431.33,3491
2023-09-21 19:35:00,431.29,431.39,431.29,431.39,10402
2023-09-21 19:40:00,431.38,431.38,431.34,431.37,2450
2023-09-21 19:45:00,431.34,431.34,431.28,431.28,2233
2023-09-22 04:00:00,432.46,432.46,431.64,431.79,7556
2023-09-22 04:05:00,431.67,431.88,431.58,431.88,3437
2023-09-22 04:10:00,431.83,432.1,431.77,432.1,3207
2023-09-22 04:15:00,432.04,432.23,432.04,432.23,4549
2023-09-22 04:20:00,432.1,432.1,432.02,432.02,1404
2023-09-22 04:25:00,431.85,431.85,431.83,431.85,2550
2023-09-22 04:30:00,431.85,432.09,431.82,432.09,1840
2023-09-22 04:35:00,432.23,432.23,432.22,432.22,346
2023-09-22 04:40:00,432.3,432.3,432.3,432.3,100
2023-09-22 04:45:00,432.02,432.02,432.02,432.02,196
2023-09-22 04:50:00,432.05,432.11,432.05,432.1,2093
2023-09-22 04:55:00,432.1,432.1,432.1,432.1,1125
2023-09-22 05:00:00,432.08,432.08,432.0,432.0,605
2023-09-22 05:05:00,431.9,431.94,431.85,431.94,300
2023-09-22 05:10:00,431.96,432.11,431.96,432.11,3725
2023-09-22 05:15:00,432.08,432.08,432.02,432.02,350
2023-09-22 05:30:00,432.13,432.17,432.13,432.17,1109
2023-09-22 05:35:00,432.33,432.44,432.33,432.39,2728
2023-09-22 05:45:00,432.41,432.52,432.41,432.48,1652
2023-09-22 05:50:00,432.54,432.54,432.51,432.52,1749
2023-09-22 05:55:00,432.56,432.61,432.51,432.51,6360
2023-09-22 06:00:00,432.51,432.52,432.48,432.48,2595
2023-09-22 06:05:00,432.5,432.52,432.36,432.47,5514
2023-09-22 06:10:00,432.42,432.49,432.4,432.42,2545
2023-09-22 06:15:00,432.42,432.46,432.28,432.32,16559
2023-09-22 06:20:00,432.23,432.24,432.22,432.24,2658
2023-09-22 06:25:00,432.15,432.16,432.15,432.16,2315
2023-09-22 06:30:00,432.19,432.19,432.18,432.18,2200
2023-09-22 06:35:00,432.25,432.25,432.2,432.2,347
2023-09-22 06:40:00,432.23,432.47,432.23,432.47,1543
2023-09-22 06:45:00,432.45,432.57,432.43,432.54,1330
2023-09-22 06:50:00,432.54,432.63,432.51,432.53,7302
2023-09-22 06:55:00,432.43,432.43,432.39,432.4,1906
2023-09-22 07:00:00,432.39,432.45,432.19,432.19,3761
2023-09-22 07:05:00,432.16,432.3,432.07,432.28,18234
2023-09-22 07:10:00,432.18,432.2,432.06,432.2,4780
2023-09-22 07:15:00,432.2,432.22,432.13,432.19,4034
2023-09-22 07:20:00,432.2,432.38,432.2,432.38,20423
2023-09-22 07:25:00,432.36,432.39,432.25,432.25,29196
2023-09-22 07:30:00,432.28,432.28,432.2,432.22,4001
2023-09-22 07:35:00,432.24,432.35,432.24,432.35,15370
2023-09-22 07:40:00,432.38,432.41,432.31,432.32,10066
2023-09-22 07:45:00,432.36,432.41,432.17,432.4,11293
2023-09-22 07:50:00,432.42,432.45,432.38,432.42,8890
2023-09-22 07:55:00,432.41,432.47,432.38,432.4,43709
2023-09-22 08:00:00,432.3217,432.87,431.88,432.84,232027
2023-09-22 08:05:00,432.82,432.87,432.68,432.78,28688
2023-09-22 08:10:00,432.77,432.99,432.72,432.95,28612
2023-09-22 08:15:00,432.94,433.0,432.85,432.93,34902
2023-09-22 08:20:00,432.91,433.16,432.8881,433.09,102714
2023-09-22 08:25:00,433.08,433.24,433.06,433.13,58453
2023-09-22 08:30:00,433.14,433.23,433.0,433.0,29552
2023-09-22 08:35:00,432.99,433.03,432.92,432.98,14655
2023-09-22 08:40:00,432.98,433.06,432.95,432.9818,23874
2023-09-22 08:45:00,433.0,433.04,432.87,432.87,23043
2023-09-22 08:50:00,432.87,432.93,432.8,432.92,23181
2023-09-22 08:55:00,432.89,432.9,432.78,432.85,15096
2023-09-22 09:00:00,432.89,433.03,432.89,432.94,70528
2023-09-22 09:05:00,432.94,433.05,432.83,432.93,51404
2023-09-22 09:10:00,432.93,432.9604,432.8,432.83,24757
2023-09-22 09:15:00,432.83,432.87,432.76,432.76,68724
2023-09-22 09:20:00,432.78,432.94,432.74,432.81,35718
2023-09-22 09:25:00,432.79,432.79,432.32,432.46,218398
2023-09-22 09:30:00,432.46,432.64,432.02,432.14,1636052
2023-09-22 09:35:00,432.14,432.46,432.05,432.16,1141759
2023-09-22 09:40:00,432.16,432.28,431.78,431.9699,1380107
2023-09-22 09:45:00,431.9319,432.51,431.84,432.34,1119613
2023-09-22 09:50:00,432.34,432.37,431.67,431.84,936905
2023-09-22 09:55:00,431.85,432.475,431.79,432.4536,966937
2023-09-22 10:00:00,432.465,432.705,432.06,432.565,826349
2023-09-22 10:05:00,432.57,433.1103,432.5336,432.84,1103122
2023-09-22 10:10:00,432.85,432.9111,432.19,432.1967,937257
2023-09-22 10:15:00,432.2,432.45,431.96,432.445,1066437
2023-09-22 10:20:00,432.45,432.95,432.21,432.855,885234
2023-09-22 10:25:00,432.865,432.91,432.36,432.755,822506
2023-09-22 10:30:00,432.765,433.43,432.75,433.42,1186403
2023-09-22 10:35:00,433.44,433.59,433.24,433.2899,874639
2023-09-22 10:40:00,433.29,433.33,432.97,433.2831,919336
2023-09-22 10:45:00,433.29,433.48,433.23,433.3,577628
2023-09-22 10:50:00,433.315,433.58,433.131,433.375,744855
2023-09-22 10:55:00,433.38,433.81,433.38,433.66,877591
2023-09-22 11:00:00,433.67,433.795,433.28,433.3401,725446
2023-09-22 11:05:00,433.35,433.59,433.14,433.145,599687
2023-09-22 11:10:00,433.15,433.22,432.94,433.1799,648580
2023-09-22 11:15:00,433.18,433.51,433.1283,433.305,620723
2023-09-22 11:20:00,433.305,433.51,433.2,433.45,404981
2023-09-22 11:25:00,433.459,433.9,433.4,433.87,743935
2023-09-22 11:30:00,433.875,433.9304,433.67,433.77,561249
2023-09-22 11:35:00,433.775,434.1,433.76,434.0899,602152
2023-09-22 11:40:00,434.08,434.0805,433.53,433.59,629762
2023-09-22 11:45:00,433.58,433.71,433.41,433.43,351335
2023-09-22 11:50:00,433.44,433.61,433.15,433.215,406931
2023-09-22 11:55:00,433.21,433.34,432.89,432.91,584375
2023-09-22 12:00:00,432.92,433.04,432.77,432.86,492477
2023-09-22 12:05:00,432.86,433.02,432.655,432.865,615360
2023-09-22 12:10:00,432.86,433.03,432.72,432.97,323982
2023-09-22 12:15:00,432.9618,433.43,432.87,433.365,519830
2023-09-22 12:20:00,433.365,433.5,433.235,433.37,406686
2023-09-22 12:25:00,433.3678,433.3678,433.115,433.24,389797
2023-09-22 12:30:00,433.26,433.5,433.13,433.36,446881
2023-09-22 12:35:00,433.36,433.66,433.315,433.63,377964
2023-09-22 12:40:00,433.64,433.76,433.58,433.66,368357
2023-09-22 12:45:00,433.665,433.725,433.49,433.57,281143
2023-09-22 12:50:00,433.57,433.61,433.44,433.5,304115
2023-09-22 12:55:00,433.51,433.71,433.38,433.4,276729
2023-09-22 13:00:00,433.4082,433.46,433.26,433.38,314026
2023-09-22 13:05:00,433.38,433.455,433.09,433.11,366125
2023-09-22 13:10:00,433.11,433.28,432.94,433.005,484366
2023-09-22 13:15:00,433.0,433.02,432.66,432.74,473936
2023-09-22 13:20:00,432.72,432.745,431.97,432.215,738898
2023-09-22 13:25:00,432.21,432.28,431.96,432.14,834195
2023-09-22 13:30:00,432.14,432.15,431.76,431.94,767185
2023-09-22 13:35:00,431.95,432.19,431.34,431.57,1284221
2023-09-22 13:40:00,431.58,431.625,431.23,431.3657,871690
2023-09-22 13:45:00,431.36,431.57,431.21,431.4,629457
2023-09-22 13:50:00,431.41,431.87,431.3401,431.7,1170690
2023-09-22 13:55:00,431.705,431.945,431.62,431.62,473535
2023-09-22 14:00:00,431.61,431.81,431.41,431.561,486014
2023-09-22 14:05:00,431.57,431.719,431.4,431.525,400091
2023-09-22 14:10:00,431.53,431.53,430.88,430.92,1110529
2023-09-22 14:15:00,430.915,431.055,430.55,430.68,1004313
2023-09-22 14:20:00,430.69,431.2,430.69,431.13,733407
2023-09-22 14:25:00,431.13,431.45,430.98,431.0,660316
